type,grn,source,geo_type,journey_type,airline,origin,destination,cabin_class,is_refundable,is_active,booking_from,booking_to,travel_from,travel_to,ticket_per_day,seg1_airline_code,seg1_flight_no,seg1_origin,seg1_destination,seg1_class,seg1_dep_time,seg1_arr_time,seg1_duration,seg1_dep_terminal,seg1_arr_terminal,seg1_baggage,seg1_fare_rules,adult_currency,adult_base_fare,adult_taxes,adult_agency_surcharge,child_currency,child_base_fare,child_taxes,child_agency_surcharge,infant_currency,infant_base_fare,infant_taxes,infant_agency_surcharge
SeriesFare,A6L57J,GDS,intl,OneWay,YT,KTM,JKR,Economy,FALSE,TRUE,7/28/2026,8/10/2026,8/13/2026,8/13/2026,5,YT,573,KTM,JKR,Y,14:40,15:05,0,ktm,jkr,20kg,"this is only for nepalese and indian nationality. If the passenger requests to reschedule the above fare ticket within check-in hour the request shall not be considered and the ticket will be marked as No Show ( i.e no refund)
The reschedule can be done up to 4 hour prior to the flight time by paying the rescheduling fee Rs 500 plus the difference fare if the same fare category is not available
The free baggage allowance limit is (20 kg baggage + 05 kg hand carry)
The above fare remains the same for Adult, Child, Differently Able and Senior Citizen.",inr,1409,2155,0,inr,1409,2155,0,inr,1409,2155,0
